№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя,Посилання
129539596,Вирок,23.05.2025,,Кримінальне,490/1753/22,Центральний районний суд м. Миколаєва,,/Review/129539596
129539605,Вирок,23.05.2025,,Кримінальне,490/1750/22,Центральний районний суд м. Миколаєва,,/Review/129539605
127527605,Вирок,22.05.2025,,Кримінальне,183/9691/23,Самарівський міськрайонний суд Дніпропетровської області,,/Review/127527605
127559510,Вирок,22.05.2025,24.06.2025,Кримінальне,317/2710/24,Запорізький районний суд Запорізької області,,/Review/127559510
127539633,Вирок,22.05.2025,23.06.2025,Кримінальне,441/48/25,Городоцький районний суд Львівської області,,/Review/127539633
127542772,Вирок,22.05.2025,23.06.2025,Кримінальне,524/3596/25,Автозаводський районний суд м. Кременчука,,/Review/127542772
127546416,Вирок,22.05.2025,23.06.2025,Кримінальне,496/2809/25,Біляївський районний суд Одеської області,,/Review/127546416
127574734,Вирок,22.05.2025,23.06.2025,Кримінальне,465/4128/25,Франківський районний суд м. Львова,,/Review/127574734
127521297,Вирок,21.05.2025,20.06.2025,Кримінальне,129/1743/25,Гайсинський районний суд Вінницької області,,/Review/127521297
127471801,Вирок,20.05.2025,20.05.2025,Кримінальне,154/3843/24,Волинський апеляційний суд,,/Review/127471801
127460705,Вирок,20.05.2025,20.06.2025,Кримінальне,344/10877/24,Івано-Франківський міський суд Івано-Франківської області,,/Review/127460705
127463112,Вирок,20.05.2025,20.06.2025,Кримінальне,716/2464/24,Заставнівський районний суд Чернівецької області,,/Review/127463112
127484856,Вирок,20.05.2025,20.06.2025,Кримінальне,127/8683/25,Вінницький міський суд Вінницької області,,/Review/127484856
127465972,Вирок,20.05.2025,23.06.2025,Кримінальне,277/420/25,Ємільчинський районний суд Житомирської області,,/Review/127465972
127451300,Вирок,20.05.2025,20.06.2025,Кримінальне,216/2012/25,Центрально-Міський районний суд м. Кривого Рогу,,/Review/127451300
127425591,Вирок,19.05.2025,,Кримінальне,463/4122/25,Личаківський районний суд м. Львова,,/Review/127425591
127413065,Вирок,19.05.2025,19.06.2025,Кримінальне,177/738/24,Криворізький районний суд Дніпропетровської області,,/Review/127413065
127431976,Вирок,19.05.2025,27.05.2025,Кримінальне,947/17720/25,Київський районний суд м. Одеси,,/Review/127431976
127392902,Вирок,16.05.2025,17.06.2025,Кримінальне,362/1488/23,Васильківський міськрайонний суд Київської області,,/Review/127392902
127351388,Вирок,15.05.2025,,Кримінальне,544/849/25,Пирятинський районний суд Полтавської області,,/Review/127351388
127358961,Вирок,15.05.2025,17.06.2025,Кримінальне,715/4009/24,Глибоцький районний суд Чернівецької області,,/Review/127358961
127357231,Вирок,15.05.2025,17.06.2025,Кримінальне,938/1276/24,Верховинський районний суд Івано-Франківської області,,/Review/127357231
127345634,Вирок,15.05.2025,26.06.2025,Кримінальне,332/2412/22,Заводський районний суд м. Запоріжжя,,/Review/127345634
127345619,Вирок,15.05.2025,26.06.2025,Кримінальне,332/2412/22,Заводський районний суд м. Запоріжжя,,/Review/127345619
127363663,Вирок,15.05.2025,17.06.2025,Кримінальне,703/558/25,Смілянський міськрайонний суд Черкаської області,,/Review/127363663
127332847,Вирок,14.05.2025,,Кримінальне,469/426/25,Березанський районний суд Миколаївської області,,/Review/127332847
127314536,Вирок,14.05.2025,16.06.2025,Кримінальне,576/636/24,Глухівський міськрайонний суд Сумської області,,/Review/127314536
